"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
444.200000,0.00000,n/a,"Hawaii Brandmeister",Hawaii,"Site: 001 Kailua-Kona, Kalaoa",n/a,n/a,n/a,DMR,RM,TRS
444.200000,0.00000,WH6DEW,"70cm Repeaters",Hawaii,"Kailua Kona, Hawaii - Hawaii Statewide","WH6DEW KailuaKon","CC 1|TG 3115|SL 1",,DMR,RM,Ham
444.200000,0.00000,,"70cm Repeaters",Hawaii,Na'alehu,Na'alehu,"100.0 PL",,FM,RM,Ham
444.275000,0.00000,,"70cm Repeaters",Hawaii,Hilo,"Hilo 444.275","88.5 PL",,FM,RM,Ham
444.300000,0.00000,AH6CP,"70cm Voice Systems",Honolulu,Kaimuki,"Kailua 30","103.5 PL",,FM,RM,Ham
444.325000,0.00000,AH6CP,"70cm Voice Systems",Honolulu,Waimanalo,"Waimanalo 325","103.5 PL",,FM,RM,Ham
444.350000,0.00000,AH6CP,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 350","103.5 PL",,FM,RM,Ham
444.375000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Waimanalo,"Waimanalo 375","114.8 PL",,FM,RM,Ham
444.400000,0.00000,AH6CP,"70cm Voice Systems",Honolulu,Maunakapu,Maunakapu,"103.5 PL",,FM,RM,Ham
444.400000,449.40000,KH7MS,"70cm Repeaters",Hawaii,Pepeekeo,Pepeekeo,"CC 1|TG *|SL *",,DMR,RM,Ham
444.400000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 008 Kailua-Kona",n/a,n/a,n/a,DMR,RM,TRS
444.400000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 009 Pepeekeo",n/a,n/a,n/a,DMR,RM,TRS
444.425000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,"Round Top","Round Top 444","114.8 PL",,FM,RM,Ham
444.475000,0.00000,WH7MN,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 475","77.0 PL",,FM,RM,Ham
444.500000,0.00000,WH6CZB,"70cm Voice Systems",Honolulu,Kakaako,Kakaako,,,FM,RM,Ham
444.525000,0.00000,AH6CP,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 444.525","103.5 PL",,FM,RM,Ham
444.550000,0.00000,KH6OCD,"70cm Voice Systems",Honolulu,Mokuleia,"Mokuleia 55","114.8 PL",,FM,RM,Ham
444.575000,0.00000,AH6Q,"70cm Voice Systems",Honolulu,Waikiki,"Waikiki 575",,,FM,RM,Ham
444.600000,0.00000,KH7HO,"70cm Voice Systems",Honolulu,Kailua,"Kailua 60","88.5 PL",,FM,RM,Ham
444.675000,0.00000,n/a,"Hawaii Brandmeister",Hawaii,"Site: 001 Kaloko, Kailua-Kona",n/a,n/a,n/a,DMR,RM,TRS
444.700000,0.00000,WH6DWF,"70cm Voice Systems",Honolulu,Waikiki,"Waikiki 70","118.8 PL",,FM,RM,Ham
444.725000,449.72500,WH6FM,"70cm Repeaters",Hawaii,"Hilo P25 repeater","Hilo P25","BAD NAC","BAD NAC",P25,RM,Ham
444.725000,449.72500,WH6FM,"70cm Voice Systems",Honolulu,"Metro Honolulu P25","444.725 P25","BAD NAC","BAD NAC",P25,RM,Ham
444.725000,449.72500,WH6FM,"70cm Repeaters",Hawaii,"Hilo Analog repeater",Hilo,"123.0 PL","123.0 PL",FM,RM,Ham
444.725000,449.72500,WH6FM,"70cm Voice Systems",Honolulu,"Metro Honolulu Analog","444.725 Analog","123.0 PL","123.0 PL",FM,RM,Ham
444.775000,0.00000,NH6XO,"70cm Voice Systems",Honolulu,Kaala,Kaala,"123.0 PL",,FM,RM,Ham
444.800000,0.00000,NH7QH,"70cm Voice Systems",Honolulu,Leeward,"Leeward 444","171.3 PL",,FM,RM,Ham
444.850000,0.00000,KH6HFD,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 85","88.5 PL",,FM,RM,Ham
444.875000,0.00000,KH6MP,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 875","123.0 PL",,FM,RM,Ham
444.900000,0.00000,AH6CP,"70cm Voice Systems",Honolulu,Kaimuki,"Kaimuki 444","103.5 PL",,FM,RM,Ham
444.925000,0.00000,WH6ECP,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 925","100.0 PL",,FM,RM,Ham
444.925000,0.00000,NH6XO,"Amateur Radio",Kauai,"Amateur Radio Repeater Net (Lihue)","NH6XO P25","BAD NAC",,P25,RM,Ham
444.925000,0.00000,NH6XO,"Amateur Radio",Kauai,"Amateur Radio Repeater Net (Lihue)","NH6XO Analog","123.0 PL",,FMN,RM,Ham
444.950000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 007 Honaunau",n/a,n/a,n/a,DMR,RM,TRS
444.950000,0.00000,WH6DIG,"70cm Voice Systems",Honolulu,Honolulu,"Honolulu 95",,,FM,RM,Ham
444.950000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 001 Hilo",n/a,n/a,n/a,DMR,RM,TRS
444.950000,449.95000,KH7MS,"70cm Repeaters",Hawaii,"Kaumana (Hilo)","Kaumana (Hilo)","CC 1|TG *|SL *",,DMR,RM,Ham
444.950000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 003 Pahala",n/a,n/a,n/a,DMR,RM,TRS
444.950000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 010 Portable",n/a,n/a,n/a,DMR,RM,TRS
444.950000,449.95000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View/Pahala/Honaunau","KH7MS YSF",,,YSF,RM,Ham
444.950000,449.95000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View/Pahala/Honaunau","KH7MS P25","293 NAC",,P25,RM,Ham
444.950000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 002 Volcano",n/a,n/a,n/a,DMR,RM,TRS
444.950000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 005 Ocean View",n/a,n/a,n/a,DMR,RM,TRS
444.950000,0.00000,n/a,"KH7MS DMR Net",Hawaii,"Site: 004 Na'alehu",n/a,n/a,n/a,DMR,RM,TRS
444.950000,449.95000,KH7MS,"70cm Repeaters",Hawaii,Na'Alehu,Na'Alehu,"CC 1|TG *|SL *",,DMR,RM,Ham
444.950000,449.95000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View (Analog)","OceanVw950 Ana","100.0 PL","100.0 PL",FM,RM,Ham
446.075000,0.00000,,Simplex,Hawaii,"UHF Simplex 3","UHF Simplex 3","CC 1|TG 99|SL *",,DMR,M,Ham
446.100000,0.00000,KH7MS,"70cm Repeaters",Hawaii,"Ocean View, Hawaii - Hawaii Statewide","KH7MS Ocean View","CC 1|TG *|SL *",,DMR,RM,Ham
446.500000,0.00000,,Simplex,Hawaii,"UHF Simplex 2","UHF Simplex 2","CC 1|TG 99|SL *",,DMR,M,Ham
449.175000,444.17500,,"Kauai Amateur Radio Club",Kauai,"Kalepa Ridge (Not Linked)","KARC KalepaRidge","100.0 PL",,FM,RM,Ham
451.275000,456.27500,KFN267,"Airports Airline Ground Operations",Statewide,"United Airlines","UAL ","CC 2|TG 30|SL 2",,DMR,RM,Business
451.275000,456.27500,KFN267,"Airports Airline Ground Operations",Statewide,"United Airlines - Maintenance","UAL Maint","CC 2|TG 40|SL 1",,DMR,RM,Business
451.287500,456.28750,WQIS345,"Airports Airline Ground Operations",Statewide,"Alaska Airlines","ASA Ops","114.8 PL",,FMN,RM,Business
451.300000,456.30000,WPLS409,"Businesses Hospitals",Statewide,"Hilo Medical Center - Maintenance","HiloMC Maint 1","CC 12|TG 1|SL *",,DMR,RM,Business
451.300000,456.30000,WPLS409,"Businesses Hospitals",Statewide,"Hilo Medical Center","Hilo MC 2","CC 12|TG 2|SL *",,DMR,RM,Business
451.300000,456.30000,WPLS409,"Businesses Hospitals",Statewide,"Hilo Medical Center - Security","HiloMC Sec","CC 12|TG 3|SL *",,DMR,RM,Security
451.300000,456.30000,WPLS409,"Businesses Hospitals",Statewide,"Hilo Medical Center - Maintenance","HiloMC Maint 4","CC 12|TG 4|SL *",,DMR,RM,Business
451.325000,456.32500,WPMD569,"Airports Airline Ground Operations",Statewide,"Delta Airlines - Cargo","DAL CARGO","754 DPL",,FMN,RM,Business
451.375000,456.37500,WPPY864,"Businesses Hotels",Statewide,"Hilton Prince Kuhio - Security","Hilton PK Sec","754 DPL",,FM,RM,Business
451.418750,456.41875,WRCM256,"Hotels Wailua Bay",Statewide,"Hilton Garden Inn Kauai Wailua Bay","HiltonGarden Inn","40 RAN",,NXDN,RM,Business
451.425000,456.42500,WPSI334,"Businesses Hotels/Resorts",Statewide,"Club at Hokulia (Kona)",ClubHok451.4,"431 DPL",,FMN,RM,Business
451.450000,0.00000,WRBT605,"Hawaii, State of",Kauai,"Kauai High School","Kauai High Sch","131.8 PL",,FMN,BM,Schools
451.450000,456.45000,WQVI444,"Businesses Hotels/Resorts",Statewide,"Hilton Waikoloa Village (Kona)",HiltonWai451,"411 DPL",,FMN,RM,Business
451.475000,0.00000,n/a,"Vision Enterprises, Inc.",Maui,"Site: 001 Kula",n/a,n/a,n/a,LTR,RM,TRS
451.487500,0.00000,WQIE623,"Businesses Hotels",Statewide,"Aqua Palms and Spa Hotel (Aqua Palms Waikiki) - Hskpng","APW Hskpng","162 DPL",,FM,M,Business
451.500000,456.50000,WREM340,"Airports Airline Ground Operations",Statewide,"Southwest Airlines","SWA Ops","CC 7|TG 101|SL *",,DMR,RM,Business
451.587500,0.00000,WQPM796,"Businesses Energy",Statewide,"Aloha Petroleum - Honolulu Dock Operations","ALOHA PET DOCK","CC 3|TG 300|SL 1",,DMR,M,Business
451.600000,456.60000,WPSI334,"Businesses Hotels/Resorts",Statewide,"Club at Hokulia (Kona)",ClubHok451.6,"023 DPL",,FMN,RM,Business
451.650000,0.00000,n/a,"Vision Enterprises, Inc.",Maui,"Site: 001 Kula",n/a,n/a,n/a,LTR,RM,TRS
451.675000,456.67500,WQDX860,"Businesses Residential / Condos",Statewide,Hokua,Hokua,"244 DPL",,FMN,RM,Business
451.687500,456.68750,WQRW378,"Airports Airline Ground Operations",Statewide,"Air Service Hawaii","AIR SERVICE","013 RAN",,NXDN,RM,Business
451.725000,0.00000,n/a,"Vision Enterprises, Inc.",Maui,"Site: 002 Lahaina",n/a,n/a,n/a,LTR,RM,TRS
451.750000,456.75000,KRU416,"Businesses Energy",Statewide,"Island Energy Services- Ch.1","IES HNL 1","CC 15|TG 111|SL 1",,DMR,RM,Business
451.775000,456.77500,WQTK659,"Airports Airline Ground Operations",Statewide,"Aloha Air Cargo","AHH Ops",,,NXDN,RM,Business
451.837500,0.00000,n/a,"Aston Kaanapali Shores Resort",Maui,"Site: 001 Hotel",n/a,n/a,n/a,LTR,RM,TRS
451.850000,456.85000,WQQK862,"Businesses Retail Shopping",Statewide,"Queen Ka'ahumanu Center Mall 2","QK Centerl Mall2","77.0 PL",,FMN,RM,Business
451.862500,456.86250,WREB905,"Airports Airline Operations",Statewide,"Southwest Airlines - Gate Agents","SWA AGENTS","CC 6|TG 104|SL 1",,DMR,RM,Business
451.875000,456.87500,WQAN989,"Businesses Utilities",Statewide,"Hawaii Electric Light Co. Hilo","HELC HiloRpt","110.9 PL",,FMN,RM,Utilities
451.900000,456.90000,WPVP645,"Businesses Hotels",Statewide,"DoubleTree Alana",DoubleTree,"732 DPL",,FM,RM,Business
451.900000,0.00000,n/a,"Vision Enterprises, Inc.",Maui,"Site: 001 Kula",n/a,n/a,n/a,LTR,RM,TRS
451.931250,0.00000,n/a,"Anderson Communications",Honolulu,"Site: 003 Honolulu",n/a,n/a,n/a,NXDN,RM,TRS
451.950000,456.95000,WPTU648,"Businesses Kaanapali",Statewide,"Hyatt - Engingeering/Maintenance","Hyatt Eng/Mt",,,FM,RM,Business
452.000000,457.00000,WQXN649,"Businesses Retail",Statewide,"International Market Place - Housekeeping","Intl Mrkt Hspkng","26 RAN",,NXDN,RM,Business
452.000000,457.00000,WQUC705,"Hawaii Public Schools",Hawaii,"Waiakea High School","Waiakea HS","351 DPL",,FMN,RM,Schools
452.050000,0.00000,n/a,"Mauni Lani Resort",Hawaii,"Site: 001 Hotel",n/a,n/a,n/a,LTR,RM,TRS
452.050000,0.00000,KUA365,"Businesses Taxis and Shuttles",Statewide,"Charley's Taxi",CharleysTaxi,"122 DPL",,FM,RM,Business
452.062500,457.06250,,"Airports Airline Operations",Statewide,"Southwest Airlines",SWA,"CC 6|TG 103|SL 1",,DMR,RM,Business
452.087500,0.00000,n/a,"Southwest Airlines",Honolulu,"Site: 001 HNL Airport",n/a,n/a,n/a,DMR,RM,TRS
452.125000,0.00000,n/a,"Vision Enterprises, Inc.",Maui,"Site: 001 Kula",n/a,n/a,n/a,LTR,RM,TRS
452.175000,457.17500,,"Businesses Residential / Condos",Statewide,"Aouo 1001 Queen-Ae'o","Aouo ","CC 11|TG 1001|SL 1",,DMR,RM,Business
452.175000,0.00000,n/a,"Vision Enterprises, Inc.",Maui,"Site: 002 Lahaina",n/a,n/a,n/a,LTR,RM,TRS
452.200000,0.00000,KUA365,"Businesses Taxis and Shuttles",Statewide,"Charley's Taxi",CharleysTaxi,"122 DPL",,FM,RM,Business
452.212500,0.00000,n/a,"Four Seasons Resort Maui",Maui,"Site: 001 Wailea",n/a,n/a,n/a,DMR,RM,TRS
452.212500,0.00000,n/a,"Anderson Communications",Honolulu,"Site: 001 Mauna Kapu",n/a,n/a,n/a,NXDN,RM,TRS
452.225000,0.00000,n/a,"Mauni Lani Resort",Hawaii,"Site: 001 Hotel",n/a,n/a,n/a,LTR,RM,TRS
452.250000,457.25000,WPSI334,"Businesses Hotels/Resorts",Statewide,"Club at Hokulia (Kona)",ClubHok452.2,"546 DPL",,FMN,RM,Business
452.262500,0.00000,n/a,"University of Hawaii",Honolulu,"Site: 002 Leeward CC",n/a,n/a,n/a,NXDN,RM,TRS
452.262500,457.26250,WQKT568,"Businesses Hotels",Statewide,"Trump International Hotel Waikiki - Housekeeping","Trump Hskpng","CC 1|TG 3|SL 1",,DMR,RM,Business
452.300000,0.00000,KYK580,"Businesses Taxis and Shuttles",Statewide,"Signature Cab Holdings",SignatureCab,CSQ,,FM,RM,Business
452.300000,457.30000,WQXG797,"Airports Airport Operations",Statewide,"Securitas Kahului Airport",Securitas,"311 DPL",,FMN,RM,Security
452.337500,0.00000,n/a,"Kamehameha Schools",Honolulu,"Site: 001 Honolulu",n/a,n/a,n/a,DMR,RM,TRS
452.350000,457.35000,WPTU648,"Businesses Kaanapali",Statewide,"Hyatt - Housekeeping","Hyatt Hskpng",,,FM,RM,Business
452.437500,457.43750,WQJQ360,"Businesses Hospitals",Statewide,"Hawaii Hospital Education and Research Foundation",HHE&RF,"CC 1|TG *|SL 1",,DMR,RM,Business
452.450000,457.45000,WQUD638,"Hawaii Public Schools",Hawaii,"Hilo High School","Hilo HS","251 DPL",,FMN,RM,Schools
452.450000,0.00000,n/a,"Enterprise Rent A Car",Honolulu,"Site: 001 HNL Airport",n/a,n/a,n/a,DMR,RM,TRS
452.450000,0.00000,n/a,"Mauni Lani Resort",Hawaii,"Site: 001 Hotel",n/a,n/a,n/a,LTR,RM,TRS
452.487500,0.00000,n/a,"Southwest Airlines",Honolulu,"Site: 001 HNL Airport",n/a,n/a,n/a,DMR,RM,TRS
452.500000,457.50000,WQQK862,"Businesses Retail Shopping",Statewide,"Queen Ka'ahumanu Center Mall 1","QK Centerl Mall1","77.0 PL",,FMN,RM,Business
452.625000,0.00000,n/a,"Aston Kaanapali Shores Resort",Maui,"Site: 001 Hotel",n/a,n/a,n/a,LTR,RM,TRS
452.625000,0.00000,n/a,"Kamehameha Schools",Honolulu,"Site: 001 Honolulu",n/a,n/a,n/a,DMR,RM,TRS
452.625000,457.62500,KTM736,"Hawaii Public Schools",Hawaii,"Kamehameha Schools-Keaau",KamehamSchls,"131.8 PL",,FMN,RM,Schools
452.675000,0.00000,n/a,"Mauni Lani Resort",Hawaii,"Site: 001 Hotel",n/a,n/a,n/a,LTR,RM,TRS
452.700000,457.70000,WPNW328,"Businesses Kaanapali",Statewide,"Hyatt - Security","Hyatt Sec",,,FM,RM,Security
452.712500,457.71250,WPMV231,"Airports Airline Ground Operations",Statewide,"United Pacel Service (UPS) - Operations",UPS,"115 DPL",,FM,RM,Business
452.750000,0.00000,n/a,"Four Seasons Resort Maui",Maui,"Site: 001 Wailea",n/a,n/a,n/a,DMR,RM,TRS
452.800000,457.80000,WQGY960,"Businesses Hotels",Statewide,"Ambassador Waikiki Hotel",Ambassador,"151.4 PL",,FM,RM,Business
452.800000,0.00000,WQAW947,"Airports Misc Airport Services",Statewide,"Wiki Wiki Shuttle Bus","WW Shuttle",,,FM,BM,Transportation
452.850000,0.00000,n/a,"Vision Enterprises, Inc.",Maui,"Site: 001 Kula",n/a,n/a,n/a,LTR,RM,TRS
452.850000,457.85000,WPTU648,"Businesses Kaanapali",Statewide,"Hyatt - Housekeeping","Hyatt Hskpng",,,FM,RM,Business
452.862500,0.00000,WQJW435,"Airports Airline Ground Operations",Statewide,"Mokulele Airlines - Operations","MHO Ops","423 DPL",,FM,M,Business
452.887500,457.88750,WQXU466,"Businesses Hotels",Statewide,"Hilton Garden Inn Waikiki Beach - Maintenance","HiltonGIWB Maint","12 RAN",,NXDN,RM,Business
452.887500,0.00000,n/a,"Southwest Airlines",Honolulu,"Site: 001 HNL Airport",n/a,n/a,n/a,DMR,RM,TRS
452.975000,0.00000,n/a,"Anderson Communications",Honolulu,"Site: 003 Honolulu",n/a,n/a,n/a,NXDN,RM,TRS
453.012500,0.00000,n/a,"Starcomm Wireless, Inc.",Maui,"Site: 001 Kahului",n/a,n/a,n/a,LTR,RM,TRS
453.050000,458.05000,WPZ456,"Hawaii Public Schools",Hawaii,"Kealakehe High School Security","KealakHS Sec","82.5 PL",,FMN,RM,Security
453.050000,458.05000,WPPZ456,"Hawaii Public Schools",Hawaii,"Kealakehe High School 1 Operations",KealakHS1Ops,"123.0 PL",,FMN,RM,Schools
453.162500,458.16250,WQGU218,"State Civil Defense UHF-Band",Statewide,"Emergency & Disaster Services Coordination","Civ Def 1625",,,FMN,RM,Multi-Talk
453.187500,458.18750,WQGU218,"State Civil Defense UHF-Band",Statewide,"Emergency & Disaster Services Coordination","Civ Def 1875",,,FMN,RM,Multi-Talk
453.237500,458.23750,WQMQ646,"Law Enforcement",Maui,"Department of Health Medcom",DPS,,,P25,RM,Hospital
453.250000,458.25000,WQMQ646,"Public Safety",Maui,"AMR EMS Dispatch Simulcast Haleakala","AMR EMS Disp 1","431 DPL",,FMN,RM,"EMS Dispatch"
453.250000,458.25000,WQMQ646,"Law Enforcement",Maui,"Department of Health Medcom",DPS,,,FM,RM,Hospital
453.250000,458.25000,WGZ747,"Hawaii, State of",Kalawao,"Emergency Management","Kala EM",,,FM,RM,"Emergency Ops"
453.300000,458.30000,,"Hawaii, State of",Kalawao,"State Sheriff","Kala Sheriff",,,FM,RM,"Law Dispatch"
453.400000,458.40000,WGZ747,"Law Enforcement",Maui,"Department of Health Medcom",DPS,,,FM,RM,Hospital
453.400000,458.40000,KYB912,"Hawaii, State of",Kauai,"Department of Health: EMS Dispatch","DOH EMS DISP","710 NAC",,P25,RM,"EMS Dispatch"
453.400000,458.40000,WGZ747,"Public Safety",Maui,"Field-to-ER Haleakala","AMR EMS ER 1B","750 NAC",,P25,RM,EMS-Talk
453.400000,0.00000,n/a,"State of Hawaii: Department of Health",Kauai,"Site: 001 Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
453.400000,458.40000,,"Fire / EMS",Hawaii,"EMS-to-Hospital (MEDICOM)","HC EMS-Hosp","750 NAC",,P25,RM,Hospital
453.437500,458.23750,WQMQ646,"Law Enforcement",Maui,"Department of Health Medcom",DPS,,,P25,RM,Hospital
453.575000,458.57500,WQFX421,"Law Enforcement",Maui,"Safety & Security","Safety & Sec",,,FM,RM,"Law Dispatch"
453.575000,0.00000,,"Hawaii Public Schools",Hawaii,"Konawaena Elementary School","Konawaena ES",,,FMN,BM,Schools
453.575000,458.57500,WQFX421,"Lahainaluna High School",Maui,"School Ops","LHS Ops",,,FMN,RM,Schools
453.600000,458.60000,KNJW951,"Department of Transportation (DOT)",Hawaii,"State Highways 1: Dispatch","HAWAII 1","110.9 PL",,FM,RM,"Public Works"
453.625000,0.00000,,"Hawaii Public Schools",Hawaii,"Kealakehe High School",Kealakehe625,,,FMN,BM,Schools
453.625000,458.62500,KNEK518,"University of Hawaii - Leeward Community College",Honolulu,"Leeward Community College - Security Operations [Encrypted]","LCC Security",,,NXDNE,RM,Schools
453.625000,458.62500,KNEK518,"University of Hawaii - Manoa",Honolulu,"University of Hawaii - Leeward CC Campus Security","Leeward CC Sec",,,NXDN,RM,Security
453.750000,458.75000,WNLA340,"Miscellaneous State Services",Maui,"State Government - Wailuku (Maui Memorial Medical Center?)","SG Wailuku",,,FM,RM,"Public Works"
453.900000,458.90000,WQMQ646,"Law Enforcement",Maui,"Department of Health Medcom",DPS,,,P25,RM,Hospital
453.900000,0.00000,n/a,"State of Hawaii: Department of Health",Kauai,"Site: 001 Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
453.900000,458.90000,KYB912,"Hawaii, State of",Kauai,"Department of Health: EMS Tactical","DOH EMS TAC","710 NAC",,P25,RM,EMS-Tac
456.487500,0.00000,,"Businesses Hotels",Statewide,"Aqua Palms and Spa Hotel (Aqua Palms Waikiki) - Engineering","APW Eng","162 DPL",,FM,M,Business
457.487500,0.00000,WQVC487,"University of Hawaii - Kapiolani Community College",Honolulu,"Kapiolani Community College - Operations 2","KCC Ops 2",,,FMN,M,Schools
457.662500,0.00000,,"Businesses Retail",Statewide,"Servco Auto Leeward (Waipahu) Service Department","Servco Auto",,,FMN,M,Business
457.787500,0.00000,WQVC487,"University of Hawaii - Kapiolani Community College",Honolulu,"Kapiolani Community College - Operations 3","KCC Ops 3",,,FMN,M,Schools
458.062500,0.00000,WOFH280,"University of Hawaii - Honolulu Community College",Honolulu,"Honolulu Community College - Operations","HCC Ops",,,FMN,M,Schools
458.650000,0.00000,WQGU218,"State Civil Defense UHF-Band",Statewide,"Emergency & Disaster Services Coordination","Civ Def 650",,,FMN,M,Multi-Talk
460.650000,465.65000,KFN267,"Airports Airline Ground Operations",Statewide,"United Airlines - Ramp Operations","UAL Ramp","CC 2|TG 50|SL 1",,DMR,RM,Business
460.650000,465.65000,KFN267,"Airports Airline Ground Operations",Statewide,"United Airlines",UAL,"CC 2|TG 60|SL 2",,DMR,RM,Business
460.662500,465.66250,WQWR288,"Airports Airline Ground Operations",Statewide,"Philippine Airlines","PAL ","CC 1|TG 16777184|SL 1",,DMR,RM,Business
460.675000,465.67500,WQNU525,"Airports Airline Ground Operations",Statewide,"United Airlines","UAL 111","CC 2|TG 111|SL *",,DMR,RM,Business
460.675000,465.67500,WRW935,"Airports Airline Ground Operations",Statewide,"Delta Airlines - Customer Service","DAL CS","192.8 PL",,FM,RM,Business
460.675000,465.67500,WQNU525,"Airports Airline Ground Operations",Statewide,"United Airlines","UAL 222","CC 2|TG 222|SL *",,DMR,RM,Business
460.700000,465.70000,"WPMN972	","Airports Airline Ground Operations",Statewide,"United Airlines","UAL Ops",,,DMR,RM,Business
460.725000,465.72500,KFN267,"Airports Airline Ground Operations",Statewide,"United Airlines - Customer Service","UAL CS","CC 2|TG 10|SL 1",,DMR,RM,Business
460.725000,465.72500,WPMM226,"Airports Airline Operations",Statewide,"United Airlines","United Ground","CC 9|TG 111|SL 1",,DMR,RM,Business
460.725000,465.72500,KFN267,"Airports Airline Ground Operations",Statewide,"United Airlines - Customer Service","UAL CS","CC 2|TG 20|SL 2",,DMR,RM,Business
460.750000,465.75000,WRZ761,"Airports Airline Ground Operations",Statewide,"Delta Airlines - Ramp Operations","DAL Ramp","114.8 PL",,FM,RM,Business
460.775000,465.77500,WQKI707,"Airports Airline Ground Operations",Statewide,"Delta Airlines","Delta Ops","CC 7|TG 1888|SL 1",,DMRE,RM,Business
460.825000,465.82500,WQK987,"Airports Airline Ground Operations",Statewide,"American Airlines","AAL Ops","CC 7|TG 1333|SL 1",,DMRE,RM,Business
460.850000,465.85000,KJV692,"Airports Airline Ground Operations",Statewide,"Hawaiian Airlines","HAL Ops","141.3 PL",,FMN,RM,Business
460.875000,465.87500,WPHU383,"Airports Airline Ground Operations",Statewide,"Delta Airlines - Maintenance","DAL Maint","114.8 PL",,FM,RM,Business
460.900000,0.00000,WSA514,"Hotels Princeville",Statewide,"Cliffs at Princeville",CliffsPrince,"103.5 PL",,FM,RM,Business
461.025000,466.02500,WNFM224,"Hawaii Public Schools",Hawaii,"Hawaii Preparatory Acedemy-Kamuela","Hawaii Prep0","136.5 PL",,FMN,RM,Schools
461.050000,466.05000,WPTL335,"Businesses Kaanapali",Statewide,"Kaanapali Beach Resort","Beach Res 05",,,FM,RM,Business
461.100000,466.10000,WZL613,"Businesses Hotels",Statewide,"Pacific Beach Hotel Waikiki - Housekeeping","Pac Beach Hskpng","CC 4|TG 300|SL 2",,DMR,RM,Business
461.100000,466.10000,KA36622,"Businesses Hotels",Statewide,"Hale Koa - Security","Hale Koa Sec","123.0 PL",,FM,RM,Business
461.100000,466.10000,WNFM224,"Hawaii Public Schools",Hawaii,"Hawaii Preparatory Academy-Kamuela","Hawaii Prep1","546 DPL",,FMN,RM,Schools
461.100000,466.10000,,"Businesses Others",Statewide,"Wailea Marriott - Main Operations","Wailea Marriott1","CC 8|TG 7|SL 1",,DMR,RM,Business
461.112500,0.00000,WNSH223,"Airports Airline Ground Operations",Statewide,FedEx,FDX,"CC 10|TG 1|SL 1",,DMR,M,Business
461.125000,0.00000,n/a,"Enterprise Rent-a-Car",Kauai,"Site: 001 Lihue",n/a,n/a,n/a,DMR,RM,TRS
461.150000,466.15000,KAY738,"Airports Airline Ground Operations",Statewide,"Qantas Airways - Operations","QFA Ops","179.9 PL",,FM,RM,Business
461.175000,466.17500,WPTT622,"Airports Airline Ground Operations",Statewide,"China Airlines","CAL OPS","131.8 PL",,FMN,RM,Business
461.225000,466.25000,WNUH480,"Businesses Taxi Services",Statewide,"Kapalua Cab and Tour Dispatch","Kapalua Cab",,,FM,RM,Transportation
461.225000,0.00000,n/a,"Four Seasons Resort Maui",Maui,"Site: 001 Wailea",n/a,n/a,n/a,DMR,RM,TRS
461.237500,466.23750,,"Businesses Residential / Condos",Statewide,"Sunset Lakeview - Security",SunsetLakevw,"103.5 PL",,FMN,RM,Security
461.275000,466.27500,WPII336,"Businesses Kaanapali",Statewide,"Kapalua Land Company - Security","Kap LC Sec",,,FM,RM,Security
461.300000,0.00000,n/a,"Four Seasons Resort Maui",Maui,"Site: 001 Wailea",n/a,n/a,n/a,DMR,RM,TRS
461.300000,0.00000,WQUK621,"Businesses Hospitals",Statewide,"Wilcox Medical Center - Maintenance","Wilcox MC Maint","131 DPL",,FMN,BM,Business
461.325000,466.32500,WNQQ438,"Businesses Hotels/Resorts",Statewide,"Prince Kuhio Plaza - Security","Prince Kuhi","532 DPL",,FMN,RM,Security
461.325000,0.00000,n/a,"The Fairmont Orchid Hawaii",Hawaii,"Site: 001 Orchid",n/a,n/a,n/a,DMR,RM,TRS
461.350000,466.35000,WPTL335,"Businesses Kaanapali",Statewide,"Kaanapali Beach Resort","Beach Res 35",,,FM,RM,Business
461.375000,466.37500,,"Airports Airline Ground Operations",Statewide,"Air Canada - Operations","ACA Ops","167.9 PL",,FM,RM,Business
